scenario,condition,t_id,expected,observed,abs_diff,rel_error,total_expected,total_observed,gdna_expected,gdna_pipeline,gdna_abs_diff,nrna_expected,nrna_pipeline,nrna_abs_diff,ctrl_observed,n_fragments,alignment_rate,n_intergenic
single_exon,gdna=50_ss=0.8_nrna=30,t1,69,125.0,56.0,0.81,110,162.05,350,284.0,66.0,40,53.95,13.95,9.0,500,1.0,169
single_exon,gdna=50_ss=0.8_nrna=30,t_helper,41,28.05,12.95,0.32,110,162.05,350,284.0,66.0,40,53.95,13.95,9.0,500,1.0,169
single_exon,gdna=50_ss=0.8_nrna=30,t_ctrl,0,9.0,9.0,0.0,110,162.05,350,284.0,66.0,40,53.95,13.95,9.0,500,1.0,169
single_exon,gdna=50_ss=0.8_nrna=50,t1,67,139.0,72.0,1.07,105,190.16,332,259.0,73.0,63,50.84,12.16,12.0,500,1.0,152
single_exon,gdna=50_ss=0.8_nrna=50,t_helper,38,39.16,1.16,0.03,105,190.16,332,259.0,73.0,63,50.84,12.16,12.0,500,1.0,152
single_exon,gdna=50_ss=0.8_nrna=50,t_ctrl,0,12.0,12.0,0.0,105,190.16,332,259.0,73.0,63,50.84,12.16,12.0,500,1.0,152
single_exon,gdna=50_ss=0.9_nrna=0,t1,89,130.0,41.0,0.46,120,152.78,380,265.0,115.0,0,82.22,82.22,5.0,500,1.0,177
single_exon,gdna=50_ss=0.9_nrna=0,t_helper,31,17.78,13.22,0.43,120,152.78,380,265.0,115.0,0,82.22,82.22,5.0,500,1.0,177
single_exon,gdna=50_ss=0.9_nrna=0,t_ctrl,0,5.0,5.0,0.0,120,152.78,380,265.0,115.0,0,82.22,82.22,5.0,500,1.0,177
single_exon,gdna=50_ss=0.9_nrna=30,t1,69,125.0,56.0,0.81,110,169.0,350,309.0,41.0,40,22.0,18.0,9.0,500,1.0,169
single_exon,gdna=50_ss=0.9_nrna=30,t_helper,41,35.0,6.0,0.15,110,169.0,350,309.0,41.0,40,22.0,18.0,9.0,500,1.0,169
single_exon,gdna=50_ss=0.9_nrna=30,t_ctrl,0,9.0,9.0,0.0,110,169.0,350,309.0,41.0,40,22.0,18.0,9.0,500,1.0,169
single_exon,gdna=50_ss=0.9_nrna=50,t1,67,140.0,73.0,1.09,105,192.77,332,223.0,109.0,63,84.23,21.23,17.0,500,1.0,152
single_exon,gdna=50_ss=0.9_nrna=50,t_helper,38,35.77,2.23,0.06,105,192.77,332,223.0,109.0,63,84.23,21.23,17.0,500,1.0,152
single_exon,gdna=50_ss=0.9_nrna=50,t_ctrl,0,17.0,17.0,0.0,105,192.77,332,223.0,109.0,63,84.23,21.23,17.0,500,1.0,152
single_exon,gdna=50_ss=0.95_nrna=0,t1,89,105.0,16.0,0.18,120,130.93,380,312.0,68.0,0,57.07,57.07,4.0,500,1.0,177
single_exon,gdna=50_ss=0.95_nrna=0,t_helper,31,21.93,9.07,0.29,120,130.93,380,312.0,68.0,0,57.07,57.07,4.0,500,1.0,177
single_exon,gdna=50_ss=0.95_nrna=0,t_ctrl,0,4.0,4.0,0.0,120,130.93,380,312.0,68.0,0,57.07,57.07,4.0,500,1.0,177
single_exon,gdna=50_ss=0.95_nrna=30,t1,69,125.0,56.0,0.81,110,169.97,350,306.0,44.0,40,24.03,15.97,9.0,500,1.0,169
single_exon,gdna=50_ss=0.95_nrna=30,t_helper,41,35.97,5.03,0.12,110,169.97,350,306.0,44.0,40,24.03,15.97,9.0,500,1.0,169
single_exon,gdna=50_ss=0.95_nrna=30,t_ctrl,0,9.0,9.0,0.0,110,169.97,350,306.0,44.0,40,24.03,15.97,9.0,500,1.0,169
single_exon,gdna=50_ss=0.95_nrna=50,t1,67,140.0,73.0,1.09,105,166.34,332,264.0,68.0,63,69.66,6.66,6.0,500,1.0,152
single_exon,gdna=50_ss=0.95_nrna=50,t_helper,38,20.34,17.66,0.46,105,166.34,332,264.0,68.0,63,69.66,6.66,6.0,500,1.0,152
single_exon,gdna=50_ss=0.95_nrna=50,t_ctrl,0,6.0,6.0,0.0,105,166.34,332,264.0,68.0,63,69.66,6.66,6.0,500,1.0,152
single_exon,gdna=50_ss=1.0_nrna=0,t1,78,93.0,15.0,0.19,120,114.0,380,386.0,6.0,0,0.0,0.0,5.0,500,1.0,181
single_exon,gdna=50_ss=1.0_nrna=0,t_helper,42,16.0,26.0,0.62,120,114.0,380,386.0,6.0,0,0.0,0.0,5.0,500,1.0,181
single_exon,gdna=50_ss=1.0_nrna=0,t_ctrl,0,5.0,5.0,0.0,120,114.0,380,386.0,6.0,0,0.0,0.0,5.0,500,1.0,181
single_exon,gdna=50_ss=1.0_nrna=30,t1,74,131.0,57.0,0.77,110,164.1,350,280.0,70.0,40,55.9,15.9,0.0,500,1.0,170
single_exon,gdna=50_ss=1.0_nrna=30,t_helper,36,33.1,2.9,0.08,110,164.1,350,280.0,70.0,40,55.9,15.9,0.0,500,1.0,170
single_exon,gdna=50_ss=1.0_nrna=30,t_ctrl,0,0.0,0.0,0.0,110,164.1,350,280.0,70.0,40,55.9,15.9,0.0,500,1.0,170
single_exon,gdna=50_ss=1.0_nrna=50,t1,72,147.0,75.0,1.04,105,158.93,332,222.0,110.0,63,119.07,56.07,2.0,500,1.0,163
single_exon,gdna=50_ss=1.0_nrna=50,t_helper,33,9.93,23.07,0.7,105,158.93,332,222.0,110.0,63,119.07,56.07,2.0,500,1.0,163
single_exon,gdna=50_ss=1.0_nrna=50,t_ctrl,0,2.0,2.0,0.0,105,158.93,332,222.0,110.0,63,119.07,56.07,2.0,500,1.0,163
single_exon,gdna=100_ss=0.65_nrna=0,t1,51,0.0,51.0,1.0,68,9.0,432,491.0,59.0,0,0.0,0.0,5.0,500,1.0,222
single_exon,gdna=100_ss=0.65_nrna=0,t_helper,17,4.0,13.0,0.76,68,9.0,432,491.0,59.0,0,0.0,0.0,5.0,500,1.0,222
single_exon,gdna=100_ss=0.65_nrna=0,t_ctrl,0,5.0,5.0,0.0,68,9.0,432,491.0,59.0,0,0.0,0.0,5.0,500,1.0,222
single_exon,gdna=100_ss=0.65_nrna=30,t1,48,0.0,48.0,1.0,65,6.0,412,494.0,82.0,23,0.0,23.0,4.0,500,1.0,208
single_exon,gdna=100_ss=0.65_nrna=30,t_helper,17,2.0,15.0,0.88,65,6.0,412,494.0,82.0,23,0.0,23.0,4.0,500,1.0,208
single_exon,gdna=100_ss=0.65_nrna=30,t_ctrl,0,4.0,4.0,0.0,65,6.0,412,494.0,82.0,23,0.0,23.0,4.0,500,1.0,208
single_exon,gdna=100_ss=0.65_nrna=50,t1,41,96.0,55.0,1.34,63,132.08,399,282.0,117.0,38,85.92,47.92,10.0,500,1.0,194
single_exon,gdna=100_ss=0.65_nrna=50,t_helper,22,26.08,4.08,0.19,63,132.08,399,282.0,117.0,38,85.92,47.92,10.0,500,1.0,194
single_exon,gdna=100_ss=0.65_nrna=50,t_ctrl,0,10.0,10.0,0.0,63,132.08,399,282.0,117.0,38,85.92,47.92,10.0,500,1.0,194
single_exon,gdna=100_ss=0.8_nrna=0,t1,51,0.0,51.0,1.0,68,9.0,432,491.0,59.0,0,0.0,0.0,5.0,500,1.0,222
single_exon,gdna=100_ss=0.8_nrna=0,t_helper,17,4.0,13.0,0.76,68,9.0,432,491.0,59.0,0,0.0,0.0,5.0,500,1.0,222
single_exon,gdna=100_ss=0.8_nrna=0,t_ctrl,0,5.0,5.0,0.0,68,9.0,432,491.0,59.0,0,0.0,0.0,5.0,500,1.0,222
single_exon,gdna=100_ss=0.8_nrna=30,t1,48,72.0,24.0,0.5,65,79.0,412,421.0,9.0,23,0.0,23.0,5.0,500,1.0,208
single_exon,gdna=100_ss=0.8_nrna=30,t_helper,17,2.0,15.0,0.88,65,79.0,412,421.0,9.0,23,0.0,23.0,5.0,500,1.0,208
single_exon,gdna=100_ss=0.8_nrna=30,t_ctrl,0,5.0,5.0,0.0,65,79.0,412,421.0,9.0,23,0.0,23.0,5.0,500,1.0,208
single_exon,gdna=100_ss=0.8_nrna=50,t1,41,0.0,41.0,1.0,63,21.54,399,381.0,18.0,38,97.46,59.46,7.0,500,1.0,194
single_exon,gdna=100_ss=0.8_nrna=50,t_helper,22,14.54,7.46,0.34,63,21.54,399,381.0,18.0,38,97.46,59.46,7.0,500,1.0,194
single_exon,gdna=100_ss=0.8_nrna=50,t_ctrl,0,7.0,7.0,0.0,63,21.54,399,381.0,18.0,38,97.46,59.46,7.0,500,1.0,194
single_exon,gdna=100_ss=0.9_nrna=0,t1,51,63.0,12.0,0.24,68,72.0,432,428.0,4.0,0,0.0,0.0,5.0,500,1.0,222
single_exon,gdna=100_ss=0.9_nrna=0,t_helper,17,4.0,13.0,0.76,68,72.0,432,428.0,4.0,0,0.0,0.0,5.0,500,1.0,222
single_exon,gdna=100_ss=0.9_nrna=0,t_ctrl,0,5.0,5.0,0.0,68,72.0,432,428.0,4.0,0,0.0,0.0,5.0,500,1.0,222
single_exon,gdna=100_ss=0.9_nrna=30,t1,48,102.0,54.0,1.12,65,109.0,412,391.0,21.0,23,0.0,23.0,5.0,500,1.0,208
single_exon,gdna=100_ss=0.9_nrna=30,t_helper,17,2.0,15.0,0.88,65,109.0,412,391.0,21.0,23,0.0,23.0,5.0,500,1.0,208
single_exon,gdna=100_ss=0.9_nrna=30,t_ctrl,0,5.0,5.0,0.0,65,109.0,412,391.0,21.0,23,0.0,23.0,5.0,500,1.0,208
single_exon,gdna=100_ss=0.9_nrna=50,t1,41,0.0,41.0,1.0,63,20.34,399,419.0,20.0,38,60.66,22.66,5.0,500,1.0,194
single_exon,gdna=100_ss=0.9_nrna=50,t_helper,22,15.34,6.66,0.3,63,20.34,399,419.0,20.0,38,60.66,22.66,5.0,500,1.0,194
single_exon,gdna=100_ss=0.9_nrna=50,t_ctrl,0,5.0,5.0,0.0,63,20.34,399,419.0,20.0,38,60.66,22.66,5.0,500,1.0,194
single_exon,gdna=100_ss=0.95_nrna=0,t1,51,68.0,17.0,0.33,68,77.0,432,423.0,9.0,0,0.0,0.0,5.0,500,1.0,222
single_exon,gdna=100_ss=0.95_nrna=0,t_helper,17,4.0,13.0,0.76,68,77.0,432,423.0,9.0,0,0.0,0.0,5.0,500,1.0,222
single_exon,gdna=100_ss=0.95_nrna=0,t_ctrl,0,5.0,5.0,0.0,68,77.0,432,423.0,9.0,0,0.0,0.0,5.0,500,1.0,222
single_exon,gdna=100_ss=0.95_nrna=30,t1,48,102.0,54.0,1.12,65,109.0,412,391.0,21.0,23,0.0,23.0,5.0,500,1.0,208
single_exon,gdna=100_ss=0.95_nrna=30,t_helper,17,2.0,15.0,0.88,65,109.0,412,391.0,21.0,23,0.0,23.0,5.0,500,1.0,208
single_exon,gdna=100_ss=0.95_nrna=30,t_ctrl,0,5.0,5.0,0.0,65,109.0,412,391.0,21.0,23,0.0,23.0,5.0,500,1.0,208
single_exon,gdna=100_ss=0.95_nrna=50,t1,41,0.0,41.0,1.0,63,19.49,399,416.0,17.0,38,64.51,26.51,5.0,500,1.0,194
single_exon,gdna=100_ss=0.95_nrna=50,t_helper,22,14.49,7.51,0.34,63,19.49,399,416.0,17.0,38,64.51,26.51,5.0,500,1.0,194
single_exon,gdna=100_ss=0.95_nrna=50,t_ctrl,0,5.0,5.0,0.0,63,19.49,399,416.0,17.0,38,64.51,26.51,5.0,500,1.0,194
single_exon,gdna=100_ss=1.0_nrna=0,t1,47,71.0,24.0,0.51,68,81.02,432,363.0,69.0,0,55.98,55.98,7.0,500,1.0,201
single_exon,gdna=100_ss=1.0_nrna=0,t_helper,21,3.02,17.98,0.86,68,81.02,432,363.0,69.0,0,55.98,55.98,7.0,500,1.0,201
single_exon,gdna=100_ss=1.0_nrna=0,t_ctrl,0,7.0,7.0,0.0,68,81.02,432,363.0,69.0,0,55.98,55.98,7.0,500,1.0,201
single_exon,gdna=100_ss=1.0_nrna=30,t1,44,83.0,39.0,0.89,65,93.0,412,407.0,5.0,23,0.0,23.0,6.0,500,1.0,198
single_exon,gdna=100_ss=1.0_nrna=30,t_helper,21,4.0,17.0,0.81,65,93.0,412,407.0,5.0,23,0.0,23.0,6.0,500,1.0,198
single_exon,gdna=100_ss=1.0_nrna=30,t_ctrl,0,6.0,6.0,0.0,65,93.0,412,407.0,5.0,23,0.0,23.0,6.0,500,1.0,198
single_exon,gdna=100_ss=1.0_nrna=50,t1,43,84.0,41.0,0.95,63,94.0,399,406.0,7.0,38,0.0,38.0,5.0,500,1.0,183
single_exon,gdna=100_ss=1.0_nrna=50,t_helper,20,5.0,15.0,0.75,63,94.0,399,406.0,7.0,38,0.0,38.0,5.0,500,1.0,183
single_exon,gdna=100_ss=1.0_nrna=50,t_ctrl,0,5.0,5.0,0.0,63,94.0,399,406.0,7.0,38,0.0,38.0,5.0,500,1.0,183
spliced,gdna=0_ss=0.65_nrna=0,t1,500,499.85,0.15,0.0,500,499.85,0,0.0,0.0,0,0.15,0.15,0.0,500,1.0,0
spliced,gdna=0_ss=0.65_nrna=0,t_ctrl,0,0.0,0.0,0.0,500,499.85,0,0.0,0.0,0,0.15,0.15,0.0,500,1.0,0
spliced,gdna=0_ss=0.65_nrna=30,t1,299,309.85,10.85,0.04,299,309.85,0,0.0,0.0,201,190.15,10.85,0.0,500,1.0,0
spliced,gdna=0_ss=0.65_nrna=30,t_ctrl,0,0.0,0.0,0.0,299,309.85,0,0.0,0.0,201,190.15,10.85,0.0,500,1.0,0
spliced,gdna=0_ss=0.65_nrna=50,t1,235,214.43,20.57,0.09,235,214.43,0,73.0,73.0,265,212.57,52.43,0.0,500,1.0,0
spliced,gdna=0_ss=0.65_nrna=50,t_ctrl,0,0.0,0.0,0.0,235,214.43,0,73.0,73.0,265,212.57,52.43,0.0,500,1.0,0
spliced,gdna=0_ss=0.8_nrna=0,t1,500,499.85,0.15,0.0,500,499.85,0,0.0,0.0,0,0.15,0.15,0.0,500,1.0,0
spliced,gdna=0_ss=0.8_nrna=0,t_ctrl,0,0.0,0.0,0.0,500,499.85,0,0.0,0.0,0,0.15,0.15,0.0,500,1.0,0
spliced,gdna=0_ss=0.8_nrna=30,t1,299,260.36,38.64,0.13,299,260.36,0,0.0,0.0,201,239.64,38.64,0.0,500,1.0,0
spliced,gdna=0_ss=0.8_nrna=30,t_ctrl,0,0.0,0.0,0.0,299,260.36,0,0.0,0.0,201,239.64,38.64,0.0,500,1.0,0
spliced,gdna=0_ss=0.8_nrna=50,t1,235,194.35,40.65,0.17,235,194.35,0,0.0,0.0,265,305.65,40.65,0.0,500,1.0,0
spliced,gdna=0_ss=0.8_nrna=50,t_ctrl,0,0.0,0.0,0.0,235,194.35,0,0.0,0.0,265,305.65,40.65,0.0,500,1.0,0
spliced,gdna=0_ss=0.9_nrna=0,t1,500,499.85,0.15,0.0,500,499.85,0,0.0,0.0,0,0.15,0.15,0.0,500,1.0,0
spliced,gdna=0_ss=0.9_nrna=0,t_ctrl,0,0.0,0.0,0.0,500,499.85,0,0.0,0.0,0,0.15,0.15,0.0,500,1.0,0
spliced,gdna=0_ss=0.9_nrna=30,t1,299,258.21,40.79,0.14,299,258.21,0,0.0,0.0,201,241.79,40.79,0.0,500,1.0,0
spliced,gdna=0_ss=0.9_nrna=30,t_ctrl,0,0.0,0.0,0.0,299,258.21,0,0.0,0.0,201,241.79,40.79,0.0,500,1.0,0
spliced,gdna=0_ss=0.9_nrna=50,t1,235,194.18,40.82,0.17,235,194.18,0,0.0,0.0,265,305.82,40.82,0.0,500,1.0,0
spliced,gdna=0_ss=0.9_nrna=50,t_ctrl,0,0.0,0.0,0.0,235,194.18,0,0.0,0.0,265,305.82,40.82,0.0,500,1.0,0
spliced,gdna=0_ss=0.95_nrna=0,t1,500,499.85,0.15,0.0,500,499.85,0,0.0,0.0,0,0.15,0.15,0.0,500,1.0,0
spliced,gdna=0_ss=0.95_nrna=0,t_ctrl,0,0.0,0.0,0.0,500,499.85,0,0.0,0.0,0,0.15,0.15,0.0,500,1.0,0
spliced,gdna=0_ss=0.95_nrna=30,t1,299,258.65,40.35,0.13,299,258.65,0,0.0,0.0,201,241.35,40.35,0.0,500,1.0,0
spliced,gdna=0_ss=0.95_nrna=30,t_ctrl,0,0.0,0.0,0.0,299,258.65,0,0.0,0.0,201,241.35,40.35,0.0,500,1.0,0
spliced,gdna=0_ss=0.95_nrna=50,t1,235,193.53,41.47,0.18,235,193.53,0,0.0,0.0,265,306.47,41.47,0.0,500,1.0,0
spliced,gdna=0_ss=0.95_nrna=50,t_ctrl,0,0.0,0.0,0.0,235,193.53,0,0.0,0.0,265,306.47,41.47,0.0,500,1.0,0
spliced,gdna=0_ss=1.0_nrna=0,t1,500,499.83,0.17,0.0,500,499.83,0,0.0,0.0,0,0.17,0.17,0.0,500,1.0,0
spliced,gdna=0_ss=1.0_nrna=0,t_ctrl,0,0.0,0.0,0.0,500,499.83,0,0.0,0.0,0,0.17,0.17,0.0,500,1.0,0
spliced,gdna=0_ss=1.0_nrna=30,t1,299,268.04,30.96,0.1,299,268.04,0,0.0,0.0,201,231.96,30.96,0.0,500,1.0,0
spliced,gdna=0_ss=1.0_nrna=30,t_ctrl,0,0.0,0.0,0.0,299,268.04,0,0.0,0.0,201,231.96,30.96,0.0,500,1.0,0
spliced,gdna=0_ss=1.0_nrna=50,t1,235,203.9,31.1,0.13,235,203.9,0,0.0,0.0,265,296.1,31.1,0.0,500,1.0,0
spliced,gdna=0_ss=1.0_nrna=50,t_ctrl,0,0.0,0.0,0.0,235,203.9,0,0.0,0.0,265,296.1,31.1,0.0,500,1.0,0
spliced,gdna=5_ss=0.65_nrna=0,t1,316,311.21,4.79,0.02,316,315.21,184,174.0,10.0,0,10.79,10.79,4.0,500,1.0,98
spliced,gdna=5_ss=0.65_nrna=0,t_ctrl,0,4.0,4.0,0.0,316,315.21,184,174.0,10.0,0,10.79,10.79,4.0,500,1.0,98
spliced,gdna=5_ss=0.65_nrna=30,t1,221,232.93,11.93,0.05,221,234.93,129,107.0,22.0,150,158.07,8.07,2.0,500,1.0,80
spliced,gdna=5_ss=0.65_nrna=30,t_ctrl,0,2.0,2.0,0.0,221,234.93,129,107.0,22.0,150,158.07,8.07,2.0,500,1.0,80
spliced,gdna=5_ss=0.65_nrna=50,t1,185,176.19,8.81,0.05,185,176.19,107,149.0,42.0,208,174.81,33.19,0.0,500,1.0,71
spliced,gdna=5_ss=0.65_nrna=50,t_ctrl,0,0.0,0.0,0.0,185,176.19,107,149.0,42.0,208,174.81,33.19,0.0,500,1.0,71
spliced,gdna=5_ss=0.8_nrna=0,t1,316,313.46,2.54,0.01,316,314.46,184,178.0,6.0,0,7.54,7.54,1.0,500,1.0,98
spliced,gdna=5_ss=0.8_nrna=0,t_ctrl,0,1.0,1.0,0.0,316,314.46,184,178.0,6.0,0,7.54,7.54,1.0,500,1.0,98
spliced,gdna=5_ss=0.8_nrna=30,t1,221,205.98,15.02,0.07,221,207.98,129,107.0,22.0,150,185.02,35.02,2.0,500,1.0,80
spliced,gdna=5_ss=0.8_nrna=30,t_ctrl,0,2.0,2.0,0.0,221,207.98,129,107.0,22.0,150,185.02,35.02,2.0,500,1.0,80
spliced,gdna=5_ss=0.8_nrna=50,t1,185,164.63,20.37,0.11,185,164.63,107,96.0,11.0,208,239.37,31.37,0.0,500,1.0,71
spliced,gdna=5_ss=0.8_nrna=50,t_ctrl,0,0.0,0.0,0.0,185,164.63,107,96.0,11.0,208,239.37,31.37,0.0,500,1.0,71
spliced,gdna=5_ss=0.9_nrna=0,t1,316,314.01,1.99,0.01,316,315.01,184,156.0,28.0,0,28.99,28.99,1.0,500,1.0,98
spliced,gdna=5_ss=0.9_nrna=0,t_ctrl,0,1.0,1.0,0.0,316,315.01,184,156.0,28.0,0,28.99,28.99,1.0,500,1.0,98
spliced,gdna=5_ss=0.9_nrna=30,t1,221,203.88,17.12,0.08,221,205.88,129,107.0,22.0,150,187.12,37.12,2.0,500,1.0,80
spliced,gdna=5_ss=0.9_nrna=30,t_ctrl,0,2.0,2.0,0.0,221,205.88,129,107.0,22.0,150,187.12,37.12,2.0,500,1.0,80
spliced,gdna=5_ss=0.9_nrna=50,t1,185,157.6,27.4,0.15,185,157.6,107,93.0,14.0,208,249.4,41.4,0.0,500,1.0,71
spliced,gdna=5_ss=0.9_nrna=50,t_ctrl,0,0.0,0.0,0.0,185,157.6,107,93.0,14.0,208,249.4,41.4,0.0,500,1.0,71
spliced,gdna=5_ss=0.95_nrna=0,t1,316,314.16,1.84,0.01,316,315.16,184,157.0,27.0,0,27.84,27.84,1.0,500,1.0,98
spliced,gdna=5_ss=0.95_nrna=0,t_ctrl,0,1.0,1.0,0.0,316,315.16,184,157.0,27.0,0,27.84,27.84,1.0,500,1.0,98
spliced,gdna=5_ss=0.95_nrna=30,t1,221,202.8,18.2,0.08,221,204.8,129,107.0,22.0,150,188.2,38.2,2.0,500,1.0,80
spliced,gdna=5_ss=0.95_nrna=30,t_ctrl,0,2.0,2.0,0.0,221,204.8,129,107.0,22.0,150,188.2,38.2,2.0,500,1.0,80
spliced,gdna=5_ss=0.95_nrna=50,t1,185,157.43,27.57,0.15,185,157.43,107,93.0,14.0,208,249.57,41.57,0.0,500,1.0,71
spliced,gdna=5_ss=0.95_nrna=50,t_ctrl,0,0.0,0.0,0.0,185,157.43,107,93.0,14.0,208,249.57,41.57,0.0,500,1.0,71
spliced,gdna=5_ss=1.0_nrna=0,t1,316,317.67,1.67,0.01,316,317.67,184,182.0,2.0,0,0.33,0.33,0.0,500,1.0,115
spliced,gdna=5_ss=1.0_nrna=0,t_ctrl,0,0.0,0.0,0.0,316,317.67,184,182.0,2.0,0,0.33,0.33,0.0,500,1.0,115
spliced,gdna=5_ss=1.0_nrna=30,t1,221,195.68,25.32,0.11,221,195.68,129,115.0,14.0,150,189.32,39.32,0.0,500,1.0,82
spliced,gdna=5_ss=1.0_nrna=30,t_ctrl,0,0.0,0.0,0.0,221,195.68,129,115.0,14.0,150,189.32,39.32,0.0,500,1.0,82
spliced,gdna=5_ss=1.0_nrna=50,t1,185,171.19,13.81,0.07,185,171.19,107,98.0,9.0,208,230.81,22.81,0.0,500,1.0,65
spliced,gdna=5_ss=1.0_nrna=50,t_ctrl,0,0.0,0.0,0.0,185,171.19,107,98.0,9.0,208,230.81,22.81,0.0,500,1.0,65
spliced,gdna=20_ss=0.65_nrna=0,t1,151,158.68,7.68,0.05,151,170.68,349,329.0,20.0,0,0.32,0.32,12.0,500,1.0,199
spliced,gdna=20_ss=0.65_nrna=0,t_ctrl,0,12.0,12.0,0.0,151,170.68,349,329.0,20.0,0,0.32,0.32,12.0,500,1.0,199
spliced,gdna=20_ss=0.65_nrna=30,t1,126,144.11,18.11,0.14,126,144.11,290,233.0,57.0,84,122.89,38.89,0.0,500,1.0,169
spliced,gdna=20_ss=0.65_nrna=30,t_ctrl,0,0.0,0.0,0.0,126,144.11,290,233.0,57.0,84,122.89,38.89,0.0,500,1.0,169
spliced,gdna=20_ss=0.65_nrna=50,t1,113,119.89,6.89,0.06,113,119.89,261,213.0,48.0,126,167.11,41.11,0.0,500,1.0,138
spliced,gdna=20_ss=0.65_nrna=50,t_ctrl,0,0.0,0.0,0.0,113,119.89,261,213.0,48.0,126,167.11,41.11,0.0,500,1.0,138
spliced,gdna=20_ss=0.8_nrna=0,t1,151,159.69,8.69,0.06,151,170.69,349,329.0,20.0,0,0.31,0.31,11.0,500,1.0,199
spliced,gdna=20_ss=0.8_nrna=0,t_ctrl,0,11.0,11.0,0.0,151,170.69,349,329.0,20.0,0,0.31,0.31,11.0,500,1.0,199
spliced,gdna=20_ss=0.8_nrna=30,t1,126,135.55,9.55,0.08,126,135.55,290,273.0,17.0,84,91.45,7.45,0.0,500,1.0,169
spliced,gdna=20_ss=0.8_nrna=30,t_ctrl,0,0.0,0.0,0.0,126,135.55,290,273.0,17.0,84,91.45,7.45,0.0,500,1.0,169
spliced,gdna=20_ss=0.8_nrna=50,t1,113,118.01,5.01,0.04,113,118.01,261,214.0,47.0,126,167.99,41.99,0.0,500,1.0,138
spliced,gdna=20_ss=0.8_nrna=50,t_ctrl,0,0.0,0.0,0.0,113,118.01,261,214.0,47.0,126,167.99,41.99,0.0,500,1.0,138
spliced,gdna=20_ss=0.9_nrna=0,t1,151,145.76,5.24,0.03,151,156.76,349,343.0,6.0,0,0.24,0.24,11.0,500,1.0,199
spliced,gdna=20_ss=0.9_nrna=0,t_ctrl,0,11.0,11.0,0.0,151,156.76,349,343.0,6.0,0,0.24,0.24,11.0,500,1.0,199
